Entity,Code,Year,Population density of the capital city,Population density of the capital city (projected) (Projected),Population density of the capital city (Annotations),Population density of the capital city (projected) (Annotations)
Mozambique,MOZ,2010,5439.2285,,Maputo,
Mozambique,MOZ,2015,6067.2104,,Maputo,
Mozambique,MOZ,2020,6536.172,6536.172,Maputo,Maputo
Mozambique,MOZ,2025,,6582.802,,Maputo
Mozambique,MOZ,2030,,6460.19,,Maputo
Mozambique,MOZ,2035,,6601.833,,Maputo
Mozambique,MOZ,2040,,6649.17,,Maputo
Mozambique,MOZ,2045,,6799.091,,Maputo
Mozambique,MOZ,2050,,6851.4023,,Maputo
Mozambique,MOZ,2055,,6892.3213,,Maputo
Mozambique,MOZ,2060,,7011.807,,Maputo
Mozambique,MOZ,2065,,7091.9526,,Maputo
Mozambique,MOZ,2070,,7143.166,,Maputo
Mozambique,MOZ,2075,,7184.789,,Maputo
Mozambique,MOZ,2080,,7211.7954,,Maputo
Mozambique,MOZ,2085,,7052.4263,,Maputo
Mozambique,MOZ,2090,,7038.5757,,Maputo
Mozambique,MOZ,2095,,7050.877,,Maputo
Mozambique,MOZ,2100,,7005.3286,,Maputo
Myanmar,MMR,2020,4477.542,4477.542,Pyinmana [Nay Pyi Taw],Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2025,,4493.7847,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2030,,4482.684,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2035,,4476.4155,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2040,,4441.467,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2045,,4413.658,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2050,,4361.485,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2055,,4316.6685,,Pyinmana [Nay Pyi Taw]
Myanmar,MMR,2060,,4252.816,,Pyinmana [Nay Pyi Taw]
Namibia,NAM,1980,2218.328,,Windhoek,
Namibia,NAM,1985,2535.0286,,Windhoek,
Namibia,NAM,1990,2696.4944,,Windhoek,
Namibia,NAM,1995,3219.1055,,Windhoek,
Namibia,NAM,2000,3372.147,,Windhoek,
Namibia,NAM,2005,3974.1968,,Windhoek,
Namibia,NAM,2010,4554.4453,,Windhoek,
Namibia,NAM,2015,5481.9233,,Windhoek,
Namibia,NAM,2020,5645.9497,5645.9497,Windhoek,Windhoek
Namibia,NAM,2025,,5691.0845,,Windhoek
Namibia,NAM,2030,,5252.611,,Windhoek
Namibia,NAM,2035,,5096.18,,Windhoek
Namibia,NAM,2040,,5091.481,,Windhoek
Namibia,NAM,2045,,5100.753,,Windhoek
Namibia,NAM,2050,,5211.7334,,Windhoek
Namibia,NAM,2055,,5259.2017,,Windhoek
Namibia,NAM,2060,,5315.6597,,Windhoek
Namibia,NAM,2065,,5185.942,,Windhoek
Namibia,NAM,2070,,5232.867,,Windhoek
Namibia,NAM,2075,,5272.15,,Windhoek
Namibia,NAM,2080,,5233.0605,,Windhoek
Namibia,NAM,2085,,5256.0674,,Windhoek
Namibia,NAM,2090,,5259.569,,Windhoek
Namibia,NAM,2095,,5269.6924,,Windhoek
Namibia,NAM,2100,,5254.514,,Windhoek
Nepal,NPL,1975,3650.3416,,Kathmandu,
Nepal,NPL,1980,4208.0854,,Kathmandu,
Nepal,NPL,1985,4915.508,,Kathmandu,
Nepal,NPL,1990,5407.7285,,Kathmandu,
Nepal,NPL,1995,6038.7705,,Kathmandu,
Nepal,NPL,2000,6609.194,,Kathmandu,
Nepal,NPL,2005,7304.5605,,Kathmandu,
Nepal,NPL,2010,8232.556,,Kathmandu,
Nepal,NPL,2015,9327.497,,Kathmandu,
Nepal,NPL,2020,9726.9795,9726.9795,Kathmandu,Kathmandu
Nepal,NPL,2025,,9882.3125,,Kathmandu
Nepal,NPL,2030,,9717.557,,Kathmandu
Nepal,NPL,2035,,9820.886,,Kathmandu
Nepal,NPL,2040,,10162.193,,Kathmandu
Nepal,NPL,2045,,9892.723,,Kathmandu
Nepal,NPL,2050,,9868.156,,Kathmandu
Nepal,NPL,2055,,10049.032,,Kathmandu
Nepal,NPL,2060,,10145.532,,Kathmandu
Nepal,NPL,2065,,10022.712,,Kathmandu
Nepal,NPL,2070,,9896.005,,Kathmandu
Nepal,NPL,2075,,9938.988,,Kathmandu
Nepal,NPL,2080,,9925.987,,Kathmandu
Nepal,NPL,2085,,9954.096,,Kathmandu
Nepal,NPL,2090,,9876.426,,Kathmandu
Nepal,NPL,2095,,9835.073,,Kathmandu
Nepal,NPL,2100,,9903.993,,Kathmandu
Netherlands,NLD,1975,6098.131,,The Hague,
Netherlands,NLD,1980,5869.2437,,The Hague,
Netherlands,NLD,1985,5749.321,,The Hague,
Netherlands,NLD,1990,5768.3394,,The Hague,
Netherlands,NLD,1995,4995.275,,The Hague,
Netherlands,NLD,2000,4998.3877,,The Hague,
Netherlands,NLD,2005,5055.731,,The Hague,
Netherlands,NLD,2010,5192.624,,The Hague,
Netherlands,NLD,2015,5278.211,,The Hague,
Netherlands,NLD,2020,5591.4907,5591.4907,The Hague,The Hague
Netherlands,NLD,2025,,5214.3755,,The Hague
Netherlands,NLD,2030,,4891.923,,The Hague
Netherlands,NLD,2035,,4936.3003,,The Hague
Netherlands,NLD,2040,,4928.1313,,The Hague
Netherlands,NLD,2045,,4920.957,,The Hague
Netherlands,NLD,2050,,5287.114,,The Hague
Netherlands,NLD,2055,,5253.821,,The Hague
Netherlands,NLD,2060,,5236.7764,,The Hague
Netherlands,NLD,2065,,5203.8,,The Hague
Netherlands,NLD,2070,,5181.8267,,The Hague
Netherlands,NLD,2075,,5159.5625,,The Hague
Netherlands,NLD,2080,,5122.354,,The Hague
Netherlands,NLD,2085,,5077.85,,The Hague
Netherlands,NLD,2090,,5028.16,,The Hague
Netherlands,NLD,2095,,4978.0483,,The Hague
Netherlands,NLD,2100,,4934.6206,,The Hague
New Caledonia,NCL,1985,1738.764,,Nouméa,
New Caledonia,NCL,1990,1854.0344,,Nouméa,
New Caledonia,NCL,1995,2059.1987,,Nouméa,
New Caledonia,NCL,2000,2284.2258,,Nouméa,
New Caledonia,NCL,2005,2284.6365,,Nouméa,
New Caledonia,NCL,2010,2314.6365,,Nouméa,
New Caledonia,NCL,2015,2330.7878,,Nouméa,
New Caledonia,NCL,2020,2071.5554,2071.5554,Nouméa,Nouméa
New Caledonia,NCL,2025,,2000.9628,,Nouméa
New Caledonia,NCL,2030,,1952.1515,,Nouméa
New Caledonia,NCL,2035,,1816.077,,Nouméa
New Caledonia,NCL,2040,,1828.9028,,Nouméa
New Caledonia,NCL,2045,,1866.3618,,Nouméa
New Caledonia,NCL,2050,,1891.3138,,Nouméa
New Caledonia,NCL,2055,,1939.79,,Nouméa
New Caledonia,NCL,2060,,1951.5228,,Nouméa
New Caledonia,NCL,2065,,1960.2202,,Nouméa
New Caledonia,NCL,2070,,1961.9128,,Nouméa
New Caledonia,NCL,2075,,1965.0311,,Nouméa
New Caledonia,NCL,2080,,1964.6228,,Nouméa
New Caledonia,NCL,2085,,1966.0176,,Nouméa
New Caledonia,NCL,2090,,1962.19,,Nouméa
New Caledonia,NCL,2095,,1960.6064,,Nouméa
New Caledonia,NCL,2100,,1955.59,,Nouméa
New Zealand,NZL,1975,1989.5593,,Wellington,
New Zealand,NZL,1980,2083.1963,,Wellington,
New Zealand,NZL,1985,2090.9,,Wellington,
New Zealand,NZL,1990,2113.544,,Wellington,
New Zealand,NZL,1995,2248.6519,,Wellington,
New Zealand,NZL,2000,2350.5542,,Wellington,
New Zealand,NZL,2005,2175.2068,,Wellington,
New Zealand,NZL,2010,2292.5393,,Wellington,
New Zealand,NZL,2015,2420.9124,,Wellington,
New Zealand,NZL,2020,2337.0378,2337.0378,Wellington,Wellington
New Zealand,NZL,2025,,2122.2185,,Wellington
New Zealand,NZL,2030,,2130.3726,,Wellington
New Zealand,NZL,2035,,2131.5488,,Wellington
New Zealand,NZL,2040,,2095.1812,,Wellington
New Zealand,NZL,2045,,2123.143,,Wellington
New Zealand,NZL,2050,,2109.3296,,Wellington
New Zealand,NZL,2055,,2294.354,,Wellington
New Zealand,NZL,2060,,2275.8599,,Wellington
New Zealand,NZL,2065,,2258.4758,,Wellington
New Zealand,NZL,2070,,2239.9849,,Wellington
New Zealand,NZL,2075,,2224.171,,Wellington
New Zealand,NZL,2080,,2205.2197,,Wellington
New Zealand,NZL,2085,,2186.2224,,Wellington
New Zealand,NZL,2090,,2168.6882,,Wellington
New Zealand,NZL,2095,,2156.2048,,Wellington
New Zealand,NZL,2100,,2140.0947,,Wellington
Nicaragua,NIC,1975,4214.465,,Managua,
Nicaragua,NIC,1980,4790.503,,Managua,
Nicaragua,NIC,1985,5446.445,,Managua,
Nicaragua,NIC,1990,5719.7656,,Managua,
Nicaragua,NIC,1995,6023.12,,Managua,
Nicaragua,NIC,2000,6131.174,,Managua,
Nicaragua,NIC,2005,5852.519,,Managua,
Nicaragua,NIC,2010,5957.608,,Managua,
Nicaragua,NIC,2015,5807.498,,Managua,
Nicaragua,NIC,2020,6045.924,6045.924,Managua,Managua
Nicaragua,NIC,2025,,5981.2046,,Managua
Nicaragua,NIC,2030,,5945.6816,,Managua
Nicaragua,NIC,2035,,5992.706,,Managua
Nicaragua,NIC,2040,,5879.9126,,Managua
Nicaragua,NIC,2045,,5721.9976,,Managua
Nicaragua,NIC,2050,,5736.066,,Managua
Nicaragua,NIC,2055,,5751.5444,,Managua
Nicaragua,NIC,2060,,5731.4834,,Managua
Nicaragua,NIC,2065,,5639.7007,,Managua
Nicaragua,NIC,2070,,5662.061,,Managua
Nicaragua,NIC,2075,,5614.5327,,Managua
Nicaragua,NIC,2080,,5540.1235,,Managua
Nicaragua,NIC,2085,,5468.418,,Managua
Nicaragua,NIC,2090,,5378.724,,Managua
Nicaragua,NIC,2095,,5304.101,,Managua
Nicaragua,NIC,2100,,5216.2446,,Managua
Niger,NER,1975,3240.4478,,Niamey,
Niger,NER,1980,4054.7842,,Niamey,
Niger,NER,1985,4465.931,,Niamey,
Niger,NER,1990,4466.721,,Niamey,
Niger,NER,1995,4915.2783,,Niamey,
Niger,NER,2000,5516.7534,,Niamey,
Niger,NER,2005,5506.8325,,Niamey,
Niger,NER,2010,5424.395,,Niamey,
Niger,NER,2015,6050.161,,Niamey,
Niger,NER,2020,6167.967,6167.967,Niamey,Niamey
Niger,NER,2025,,6340.042,,Niamey
Niger,NER,2030,,6322.412,,Niamey
Niger,NER,2035,,6528.123,,Niamey
Niger,NER,2040,,6692.7246,,Niamey
Niger,NER,2045,,6662.1143,,Niamey
Niger,NER,2050,,6652.4663,,Niamey
Niger,NER,2055,,6552.034,,Niamey
Niger,NER,2060,,6458.9624,,Niamey
Niger,NER,2065,,6392.311,,Niamey
Niger,NER,2070,,6295.023,,Niamey
Niger,NER,2075,,6276.1685,,Niamey
Niger,NER,2080,,6177.1235,,Niamey
Niger,NER,2085,,6211.893,,Niamey
Niger,NER,2090,,6082.0986,,Niamey
Niger,NER,2095,,6117.3667,,Niamey
Niger,NER,2100,,5991.642,,Niamey
Nigeria,NGA,1995,2475.812,,Abuja,
Nigeria,NGA,2000,3057.8242,,Abuja,
Nigeria,NGA,2005,3292.897,,Abuja,
Nigeria,NGA,2010,3253.8633,,Abuja,
Nigeria,NGA,2015,3341.1355,,Abuja,
Nigeria,NGA,2020,3748.1704,3748.1704,Abuja,Abuja
Nigeria,NGA,2025,,3970.2944,,Abuja
Nigeria,NGA,2030,,4338.312,,Abuja
Nigeria,NGA,2035,,4767.342,,Abuja
Nigeria,NGA,2040,,4888.9614,,Abuja
Nigeria,NGA,2045,,4897.3115,,Abuja
Nigeria,NGA,2050,,5237.9116,,Abuja
Nigeria,NGA,2055,,5415.18,,Abuja
Nigeria,NGA,2060,,5495.6523,,Abuja
Nigeria,NGA,2065,,5674.8037,,Abuja
Nigeria,NGA,2070,,5861.2583,,Abuja
Nigeria,NGA,2075,,5983.3726,,Abuja
Nigeria,NGA,2080,,6099.418,,Abuja
Nigeria,NGA,2085,,6193.241,,Abuja
Nigeria,NGA,2090,,6188.504,,Abuja
Nigeria,NGA,2095,,6225.624,,Abuja
Nigeria,NGA,2100,,6247.756,,Abuja
North Korea,PRK,1975,9382.114,,P'yŏngyang,
North Korea,PRK,1980,11508.058,,P'yŏngyang,
North Korea,PRK,1985,12598.722,,P'yŏngyang,
North Korea,PRK,1990,12855.975,,P'yŏngyang,
North Korea,PRK,1995,13310.879,,P'yŏngyang,
North Korea,PRK,2000,13200.383,,P'yŏngyang,
North Korea,PRK,2005,13002.381,,P'yŏngyang,
North Korea,PRK,2010,12826.945,,P'yŏngyang,
North Korea,PRK,2015,12653.983,,P'yŏngyang,
North Korea,PRK,2020,12813.397,12813.397,P'yŏngyang,P'yŏngyang
North Korea,PRK,2025,,12953.517,,P'yŏngyang
North Korea,PRK,2030,,12831.93,,P'yŏngyang
North Korea,PRK,2035,,12830.428,,P'yŏngyang
North Korea,PRK,2040,,12738.728,,P'yŏngyang
North Korea,PRK,2045,,12639.556,,P'yŏngyang
North Korea,PRK,2050,,12448.412,,P'yŏngyang
North Korea,PRK,2055,,12290.623,,P'yŏngyang
North Korea,PRK,2060,,12094.738,,P'yŏngyang
North Korea,PRK,2065,,11882.588,,P'yŏngyang
North Korea,PRK,2070,,11665.738,,P'yŏngyang
North Korea,PRK,2075,,11440.527,,P'yŏngyang
North Korea,PRK,2080,,11216.77,,P'yŏngyang
North Korea,PRK,2085,,11107.95,,P'yŏngyang
North Korea,PRK,2090,,11086.729,,P'yŏngyang
North Korea,PRK,2095,,10864.881,,P'yŏngyang
North Korea,PRK,2100,,10605.252,,P'yŏngyang
North Macedonia,MKD,1975,4548.867,,Skopje,
North Macedonia,MKD,1980,4718.539,,Skopje,
North Macedonia,MKD,1985,4792.372,,Skopje,
North Macedonia,MKD,1990,4839.9263,,Skopje,
North Macedonia,MKD,1995,4642.2446,,Skopje,
North Macedonia,MKD,2000,4466.3555,,Skopje,
North Macedonia,MKD,2005,4324.3096,,Skopje,
North Macedonia,MKD,2010,4264.308,,Skopje,
North Macedonia,MKD,2015,4138.612,,Skopje,
North Macedonia,MKD,2020,3979.174,3979.174,Skopje,Skopje
North Macedonia,MKD,2025,,3918.0493,,Skopje
North Macedonia,MKD,2030,,3871.873,,Skopje
North Macedonia,MKD,2035,,3821.692,,Skopje
North Macedonia,MKD,2040,,3762.5576,,Skopje
North Macedonia,MKD,2045,,3698.425,,Skopje
North Macedonia,MKD,2050,,3634.025,,Skopje
North Macedonia,MKD,2055,,3555.6323,,Skopje
North Macedonia,MKD,2060,,3472.7446,,Skopje
North Macedonia,MKD,2065,,3376.9333,,Skopje
North Macedonia,MKD,2070,,3642.094,,Skopje
North Macedonia,MKD,2075,,3527.944,,Skopje
North Macedonia,MKD,2080,,3425.8188,,Skopje
North Macedonia,MKD,2085,,3312.1523,,Skopje
North Macedonia,MKD,2090,,3231.8533,,Skopje
North Macedonia,MKD,2095,,3117.5725,,Skopje
North Macedonia,MKD,2100,,3062.14,,Skopje
Norway,NOR,1975,2952.5098,,Oslo,
Norway,NOR,1980,2843.1348,,Oslo,
Norway,NOR,1985,2868.2354,,Oslo,
Norway,NOR,1990,3001.893,,Oslo,
Norway,NOR,1995,2948.4512,,Oslo,
Norway,NOR,2000,3001.507,,Oslo,
Norway,NOR,2005,3105.884,,Oslo,
Norway,NOR,2010,3322.7046,,Oslo,
Norway,NOR,2015,3387.6008,,Oslo,
Norway,NOR,2020,3484.3235,3484.3235,Oslo,Oslo
Norway,NOR,2025,,3514.0212,,Oslo
Norway,NOR,2030,,3518.9521,,Oslo
Norway,NOR,2035,,3560.5596,,Oslo
Norway,NOR,2040,,3589.9722,,Oslo
Norway,NOR,2045,,3468.6858,,Oslo
Norway,NOR,2050,,3480.0027,,Oslo
Norway,NOR,2055,,3470.7722,,Oslo
Norway,NOR,2060,,3463.989,,Oslo
Norway,NOR,2065,,3454.495,,Oslo
Norway,NOR,2070,,3443.586,,Oslo
Norway,NOR,2075,,3431.962,,Oslo
Norway,NOR,2080,,3417.7388,,Oslo
Norway,NOR,2085,,3399.481,,Oslo
Norway,NOR,2090,,3385.9756,,Oslo
Norway,NOR,2095,,3373.0273,,Oslo
Norway,NOR,2100,,3353.7104,,Oslo
Oman,OMN,1990,3629.569,,Muscat,
Oman,OMN,1995,2831.4304,,Muscat,
Oman,OMN,2000,2898.03,,Muscat,
Oman,OMN,2005,2919.44,,Muscat,
Oman,OMN,2010,3004.917,,Muscat,
Oman,OMN,2015,4182.8647,,Muscat,
Oman,OMN,2020,4746.753,4746.753,Muscat,Muscat
Oman,OMN,2025,,5068.471,,Muscat
Oman,OMN,2030,,5513.0835,,Muscat
Oman,OMN,2035,,5165.965,,Muscat
Oman,OMN,2040,,5380.973,,Muscat
Oman,OMN,2045,,5632.749,,Muscat
Oman,OMN,2050,,5794.194,,Muscat
Oman,OMN,2055,,5950.1514,,Muscat
Oman,OMN,2060,,6164.193,,Muscat
Oman,OMN,2065,,6375.0825,,Muscat
Oman,OMN,2070,,6499.9136,,Muscat
Oman,OMN,2075,,6681.1987,,Muscat
Oman,OMN,2080,,6833.4663,,Muscat
Oman,OMN,2085,,6745.527,,Muscat
Oman,OMN,2090,,6827.481,,Muscat
Oman,OMN,2095,,6982.9253,,Muscat
Oman,OMN,2100,,7106.197,,Muscat
Pakistan,PAK,1975,6275.814,,Islamabad,
Pakistan,PAK,1980,6191.6196,,Islamabad,
Pakistan,PAK,1985,5529.8257,,Islamabad,
Pakistan,PAK,1990,6058.9077,,Islamabad,
Pakistan,PAK,1995,6621.8003,,Islamabad,
Pakistan,PAK,2000,7753.8857,,Islamabad,
Pakistan,PAK,2005,7535.4834,,Islamabad,
Pakistan,PAK,2010,8046.642,,Islamabad,
Pakistan,PAK,2015,8153.543,,Islamabad,
Pakistan,PAK,2020,8281.531,8281.531,Islamabad,Islamabad
Pakistan,PAK,2025,,8694.247,,Islamabad
Pakistan,PAK,2030,,8871.392,,Islamabad
Pakistan,PAK,2035,,9296.727,,Islamabad
Pakistan,PAK,2040,,9347.916,,Islamabad
Pakistan,PAK,2045,,9464.77,,Islamabad
Pakistan,PAK,2050,,9513.492,,Islamabad
Pakistan,PAK,2055,,9599.037,,Islamabad
Pakistan,PAK,2060,,9755.907,,Islamabad
Pakistan,PAK,2065,,9747.267,,Islamabad
Pakistan,PAK,2070,,9528.739,,Islamabad
Pakistan,PAK,2075,,9354.8125,,Islamabad
Pakistan,PAK,2080,,9115.231,,Islamabad
Pakistan,PAK,2085,,9162.563,,Islamabad
Pakistan,PAK,2090,,9215.189,,Islamabad
Pakistan,PAK,2095,,9097.657,,Islamabad
Pakistan,PAK,2100,,9120.086,,Islamabad
Palestine,PSE,1975,3152.277,,Ramallah,
Palestine,PSE,1980,3473.9944,,Ramallah,
Palestine,PSE,1985,3629.2136,,Ramallah,
Palestine,PSE,1990,3744.171,,Ramallah,
Palestine,PSE,1995,4255.828,,Ramallah,
Palestine,PSE,2000,4560.9453,,Ramallah,
Palestine,PSE,2005,4880.9053,,Ramallah,
Palestine,PSE,2010,5327.3657,,Ramallah,
Palestine,PSE,2015,5698.182,,Ramallah,
Palestine,PSE,2020,6113.8696,6113.8696,Ramallah,Ramallah
Palestine,PSE,2025,,6074.5435,,Ramallah
Palestine,PSE,2030,,6294.0728,,Ramallah
Palestine,PSE,2035,,6132.4697,,Ramallah
Palestine,PSE,2040,,6318.1343,,Ramallah
Palestine,PSE,2045,,6482.427,,Ramallah
Palestine,PSE,2050,,6815.0117,,Ramallah
Palestine,PSE,2055,,6590.73,,Ramallah
Palestine,PSE,2060,,6722.407,,Ramallah
Palestine,PSE,2065,,6597.7456,,Ramallah
Palestine,PSE,2070,,6400.503,,Ramallah
Palestine,PSE,2075,,6454.2734,,Ramallah
Palestine,PSE,2080,,6443.952,,Ramallah
Palestine,PSE,2085,,6440.95,,Ramallah
Palestine,PSE,2090,,6262.2065,,Ramallah
Palestine,PSE,2095,,6257.6396,,Ramallah
Palestine,PSE,2100,,6247.477,,Ramallah
Panama,PAN,1975,2926.1995,,Panama City,
Panama,PAN,1980,3154.4612,,Panama City,
Panama,PAN,1985,3564.3164,,Panama City,
Panama,PAN,1990,3910.9841,,Panama City,
Panama,PAN,1995,4258.9756,,Panama City,
Panama,PAN,2000,4622.7197,,Panama City,
Panama,PAN,2005,4935.552,,Panama City,
Panama,PAN,2010,5209.166,,Panama City,
Panama,PAN,2015,5659.2495,,Panama City,
Panama,PAN,2020,5656.1167,5656.1167,Panama City,Panama City
Panama,PAN,2025,,5454.975,,Panama City
Panama,PAN,2030,,5543.7964,,Panama City
Panama,PAN,2035,,5523.857,,Panama City
Panama,PAN,2040,,5572.0903,,Panama City
Panama,PAN,2045,,5639.209,,Panama City
Panama,PAN,2050,,5505.9985,,Panama City
Panama,PAN,2055,,5470.306,,Panama City
Panama,PAN,2060,,5501.663,,Panama City
Panama,PAN,2065,,5527.722,,Panama City
Panama,PAN,2070,,5412.518,,Panama City
Panama,PAN,2075,,5386.6123,,Panama City
Panama,PAN,2080,,5382.5938,,Panama City
Panama,PAN,2085,,5383.54,,Panama City
Panama,PAN,2090,,5369.416,,Panama City
Panama,PAN,2095,,5349.1323,,Panama City
Panama,PAN,2100,,5317.393,,Panama City
Papua New Guinea,PNG,1975,1975.1418,,Port Moresby,
Papua New Guinea,PNG,1980,2386.0613,,Port Moresby,
Papua New Guinea,PNG,1985,2551.6172,,Port Moresby,
Papua New Guinea,PNG,1990,2926.9353,,Port Moresby,
Papua New Guinea,PNG,1995,3245.0317,,Port Moresby,
Papua New Guinea,PNG,2000,3618.971,,Port Moresby,
Papua New Guinea,PNG,2005,3987.6646,,Port Moresby,
Papua New Guinea,PNG,2010,4319.1826,,Port Moresby,
Papua New Guinea,PNG,2015,4529.804,,Port Moresby,
Papua New Guinea,PNG,2020,5665.0757,5665.0757,Port Moresby,Port Moresby
Papua New Guinea,PNG,2025,,5739.207,,Port Moresby
Papua New Guinea,PNG,2030,,5393.877,,Port Moresby
Papua New Guinea,PNG,2035,,5423.889,,Port Moresby
Papua New Guinea,PNG,2040,,5283.2686,,Port Moresby
Papua New Guinea,PNG,2045,,4886.3364,,Port Moresby
Papua New Guinea,PNG,2050,,5016.553,,Port Moresby
Papua New Guinea,PNG,2055,,4931.331,,Port Moresby
Papua New Guinea,PNG,2060,,4918.9365,,Port Moresby
Papua New Guinea,PNG,2065,,4878.801,,Port Moresby
Papua New Guinea,PNG,2070,,4927.4375,,Port Moresby
Papua New Guinea,PNG,2075,,4968.8647,,Port Moresby
Papua New Guinea,PNG,2080,,4993.14,,Port Moresby
Papua New Guinea,PNG,2085,,4990.9365,,Port Moresby
Papua New Guinea,PNG,2090,,4999.351,,Port Moresby
Papua New Guinea,PNG,2095,,5012.9297,,Port Moresby
Papua New Guinea,PNG,2100,,5006.3022,,Port Moresby
Paraguay,PRY,1975,2763.7888,,Asuncion,
Paraguay,PRY,1980,2931.1443,,Asuncion,
Paraguay,PRY,1985,3118.2913,,Asuncion,
Paraguay,PRY,1990,3354.0742,,Asuncion,
Paraguay,PRY,1995,3352.112,,Asuncion,
Paraguay,PRY,2000,3641.6958,,Asuncion,
Paraguay,PRY,2005,3574.6533,,Asuncion,
Paraguay,PRY,2010,3626.6516,,Asuncion,
Paraguay,PRY,2015,3515.719,,Asuncion,
Paraguay,PRY,2020,3380.906,3380.906,Asuncion,Asuncion
Paraguay,PRY,2025,,3345.1987,,Asuncion
Paraguay,PRY,2030,,3343.6155,,Asuncion
Paraguay,PRY,2035,,3325.8892,,Asuncion
Paraguay,PRY,2040,,3294.5183,,Asuncion
Paraguay,PRY,2045,,3259.1008,,Asuncion
Paraguay,PRY,2050,,3210.8406,,Asuncion
Paraguay,PRY,2055,,3167.0244,,Asuncion
Paraguay,PRY,2060,,3103.1672,,Asuncion
Paraguay,PRY,2065,,3054.346,,Asuncion
Paraguay,PRY,2070,,3029.8162,,Asuncion
Paraguay,PRY,2075,,2977.9353,,Asuncion
Paraguay,PRY,2080,,2902.7583,,Asuncion
Paraguay,PRY,2085,,2845.9033,,Asuncion
Paraguay,PRY,2090,,2792.1191,,Asuncion
Paraguay,PRY,2095,,2733.5774,,Asuncion
Paraguay,PRY,2100,,2685.8271,,Asuncion
Peru,PER,1975,5798.6577,,Lima,
Peru,PER,1980,6688.628,,Lima,
Peru,PER,1985,7513.775,,Lima,
Peru,PER,1990,8165.1787,,Lima,
Peru,PER,1995,8275.5205,,Lima,
Peru,PER,2000,8474.77,,Lima,
Peru,PER,2005,8480.542,,Lima,
Peru,PER,2010,9038.527,,Lima,
Peru,PER,2015,9635.1875,,Lima,
Peru,PER,2020,10304.525,10304.525,Lima,Lima
Peru,PER,2025,,10312.126,,Lima
Peru,PER,2030,,10271.909,,Lima
Peru,PER,2035,,10145.206,,Lima
Peru,PER,2040,,9883.141,,Lima
Peru,PER,2045,,9961.86,,Lima
Peru,PER,2050,,10104.965,,Lima
Peru,PER,2055,,10005.876,,Lima
Peru,PER,2060,,9850.405,,Lima
Peru,PER,2065,,9876.855,,Lima
Peru,PER,2070,,9849.2295,,Lima
Peru,PER,2075,,9802.792,,Lima
Peru,PER,2080,,9744.423,,Lima
Peru,PER,2085,,9669.249,,Lima
Peru,PER,2090,,9559.697,,Lima
Peru,PER,2095,,9437.256,,Lima
Peru,PER,2100,,9306.867,,Lima
Philippines,PHL,1975,8205.924,,Manila,
Philippines,PHL,1980,8327.169,,Manila,
Philippines,PHL,1985,8552.15,,Manila,
Philippines,PHL,1990,7751.099,,Manila,
Philippines,PHL,1995,8442.229,,Manila,
Philippines,PHL,2000,8674.008,,Manila,
Philippines,PHL,2005,8895.273,,Manila,
Philippines,PHL,2010,9436.684,,Manila,
Philippines,PHL,2015,9592.788,,Manila,
Philippines,PHL,2020,10119.543,10119.543,Manila,Manila
Philippines,PHL,2025,,10145.736,,Manila
Philippines,PHL,2030,,10118.102,,Manila
Philippines,PHL,2035,,10101.044,,Manila
Philippines,PHL,2040,,10213.572,,Manila
Philippines,PHL,2045,,10226.511,,Manila
Philippines,PHL,2050,,10161.044,,Manila
Philippines,PHL,2055,,10149.235,,Manila
Philippines,PHL,2060,,10011.51,,Manila
Philippines,PHL,2065,,9971.633,,Manila
Philippines,PHL,2070,,9835.129,,Manila
Philippines,PHL,2075,,9655.185,,Manila
Philippines,PHL,2080,,9442.436,,Manila
Philippines,PHL,2085,,9293.925,,Manila
Philippines,PHL,2090,,9185.467,,Manila
Philippines,PHL,2095,,8968.989,,Manila
Philippines,PHL,2100,,8727.675,,Manila
Poland,POL,1975,5674.1357,,Warsaw,
Poland,POL,1980,5614.969,,Warsaw,
Poland,POL,1985,5708.204,,Warsaw,
Poland,POL,1990,5653.0347,,Warsaw,
Poland,POL,1995,5626.7197,,Warsaw,
Poland,POL,2000,5149.544,,Warsaw,
Poland,POL,2005,4863.812,,Warsaw,
Poland,POL,2010,4642.269,,Warsaw,
Poland,POL,2015,4625.284,,Warsaw,
Poland,POL,2020,4664.7646,4664.7646,Warsaw,Warsaw
Poland,POL,2025,,4695.152,,Warsaw
Poland,POL,2030,,4647.2046,,Warsaw
Poland,POL,2035,,4618.021,,Warsaw
Poland,POL,2040,,4574.8877,,Warsaw
Poland,POL,2045,,4528.4834,,Warsaw
Poland,POL,2050,,4480.473,,Warsaw
Poland,POL,2055,,4419.536,,Warsaw
Poland,POL,2060,,4346.406,,Warsaw
Poland,POL,2065,,4293.735,,Warsaw
Poland,POL,2070,,4235.4224,,Warsaw
Poland,POL,2075,,4335.988,,Warsaw
Poland,POL,2080,,4265.39,,Warsaw
Poland,POL,2085,,4182.7134,,Warsaw
